LATITUDE,LONGITUDE,CRASH DATE,CRASH TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,BOROUGH,SEVERITY
40.817696,-73.922615,04/14/2021,21:08,0,0,Steering Failure,,,558       MORRIS AVENUE,BRONX,0
40.668495,-73.925606,04/13/2021,20:34,1,0,Failure to Yield Right-of-Way,EASTERN PARKWAY,BUFFALO AVENUE,,BROOKLYN,1
40.662476,-73.768326,04/13/2021,14:10,0,0,Unspecified,,,146-22    BREWER BOULEVARD,QUEENS,0
40.841087,-73.86447,04/15/2021,12:16,0,0,Traffic Control Disregarded,EAST TREMONT AVENUE,WHITE PLAINS ROAD,,BRONX,0
40.70955,-73.95887,04/15/2021,18:15,0,0,Unspecified,HAVEMEYER STREET,SOUTH 5 STREET,,BROOKLYN,0
40.733376,-73.86665,04/15/2021,19:30,1,0,Passing or Lane Usage Improper,LONG ISLAND EXPRESSWAY,,,,1
40.700356,-73.95732,04/14/2021,21:04,1,0,Drugs (illegal),,,693       BEDFORD AVENUE,BROOKLYN,1
40.83801,-73.87329,04/14/2021,1:40,0,0,Other Vehicular,BRONX RIVER PARKWAY,,,,0
40.66584,-73.75551,04/16/2021,18:00,0,0,Reaction to Uninvolved Vehicle,BELT PARKWAY,,,,0
40.761436,-73.76995,04/15/2021,12:05,1,0,Driver Inattention/Distraction,BELL BOULEVARD,,,,1
40.74958,-73.86541,04/16/2021,11:00,1,0,Turning Improperly,,,100-10    ROOSEVELT AVENUE,QUEENS,1
40.73197,-73.78651,04/16/2021,17:00,5,0,Traffic Control Disregarded,73 AVENUE,184 STREET,,QUEENS,5
40.76249,-73.839584,04/16/2021,12:00,0,0,Unspecified,VAN WYCK EXPWY,,,,0
40.668507,-73.779625,04/16/2021,20:27,0,0,Unspecified,140 AVENUE,155 STREET,,,0
40.638268,-73.93187,04/15/2021,18:25,0,0,Unspecified,,,1411      SCHENECTADY AVENUE,BROOKLYN,0
40.696735,-73.93481,12/4/2021,16:08,1,0,Unspecified,BROADWAY,STUYVESANT AVENUE,,BROOKLYN,1
40.870823,-73.8721,04/14/2021,11:55,0,0,Aggressive Driving/Road Rage,BRONX RIVER PARKWAY,,,,0
40.574867,-74.00069,04/14/2021,1:30,0,0,Driver Inattention/Distraction,WEST 35 STREET,,,,0
40.866577,-73.8722,04/14/2021,3:25,3,0,Unsafe Speed,BRONX RIVER PARKWAY,,,,3
40.775414,-73.91984,04/16/2021,8:05,1,0,Following Too Closely,24 STREET,24 AVENUE,,QUEENS,1
40.84744,-73.89968,04/15/2021,20:13,1,0,Driver Inattention/Distraction,EAST TREMONT AVENUE,PARK AVENUE,,BRONX,1
40.542908,-74.15579,04/14/2021,16:30,2,0,Failure to Yield Right-of-Way,ARMSTRONG AVENUE,SYCAMORE STREET,,STATEN ISLAND,2
40.78468,-73.80911,04/14/2021,20:15,0,0,Passing Too Closely,CLINTONVILLE STREET,,,,0
40.632416,-73.94724,04/15/2021,16:37,1,0,Driver Inattention/Distraction,,,1582      FLATBUSH AVENUE,BROOKLYN,1
40.714207,-73.92817,04/15/2021,6:05,1,0,Driver Inattention/Distraction,METROPOLITAN AVENUE,STEWART AVENUE,,BROOKLYN,1
40.727913,-73.873245,04/16/2021,8:40,1,0,Failure to Yield Right-of-Way,ELIOT AVENUE,85 STREET,,QUEENS,1
40.854485,-73.854645,04/15/2021,20:15,0,0,Turning Improperly,,,2013      WILLIAMSBRIDGE ROAD,BRONX,0
40.698986,-73.91671,04/13/2021,23:00,0,0,Driver Inattention/Distraction,,,1479      MYRTLE AVENUE,BROOKLYN,0
40.841717,-73.94435,04/16/2021,20:55,0,0,Driver Inattention/Distraction,,,1051      RIVERSIDE DRIVE,MANHATTAN,0
40.861687,-73.82435,04/15/2021,17:25,0,0,Unspecified,,,2400      HUNTER AVENUE,BRONX,0
40.691822,-73.92223,04/16/2021,6:45,0,0,Reaction to Uninvolved Vehicle,BUSHWICK AVENUE,GROVE STREET,,BROOKLYN,0
40.856014,-73.91213,10/4/2021,12:00,0,0,Unspecified,WEST 180 STREET,ANDREWS AVENUE,,BRONX,0
40.83383,-73.921234,04/14/2021,15:53,0,0,Reaction to Uninvolved Vehicle,GERARD AVENUE,,,,0
40.68781,-73.9237,9/4/2021,17:00,0,0,Backing Unsafely,MADISON STREET,,,,0
40.642044,-73.98124,04/14/2021,19:10,0,0,Unspecified,STORY STREET,CHURCH AVENUE,,BROOKLYN,0
40.69814,-73.89111,04/16/2021,13:55,0,0,Unsafe Speed,COOPER AVENUE,64 PLACE,,QUEENS,0
40.64664,-73.9246,04/14/2021,0:00,2,0,Driver Inattention/Distraction,KINGS HIGHWAY,BEVERLEY ROAD,,BROOKLYN,2
40.703217,-73.73427,11/9/2021,20:00,0,0,Unspecified,MURDOCK AVENUE,223 STREET,,QUEENS,0
40.680897,-73.95118,04/16/2021,16:00,0,0,Driver Inattention/Distraction,ARLINGTON PLACE,,,,0
40.760822,-73.99832,04/15/2021,22:25,1,0,Failure to Yield Right-of-Way,WEST 42 STREET,11 AVENUE,,MANHATTAN,1
40.74608,-73.974945,04/14/2021,10:09,0,0,Unspecified,2 AVENUE,EAST 36 STREET,,MANHATTAN,0
40.626293,-74.01572,04/16/2021,0:01,0,0,Driver Inexperience,FORT HAMILTON PARKWAY,74 STREET,,BROOKLYN,0
40.767967,-73.96822,04/15/2021,20:45,0,0,Driver Inattention/Distraction,EAST 66 STREET,MADISON AVENUE,,MANHATTAN,0
40.673634,-73.89294,04/15/2021,7:00,0,0,Driver Inattention/Distraction,,,472       GLENMORE AVENUE,BROOKLYN,0
40.579212,-73.976265,04/15/2021,10:45,0,0,Following Too Closely,WEST 8 STREET,SHEEPSHEAD BAY ROAD,,BROOKLYN,0
40.57365,-74.11252,04/16/2021,12:00,0,0,Failure to Yield Right-of-Way,EDISON STREET,BACHE AVENUE,,STATEN ISLAND,0
40.73632,-73.85631,04/14/2021,6:50,0,0,Following Too Closely,LONG ISLAND EXPRESSWAY,,,,0
40.619396,-73.969574,04/14/2021,3:39,0,0,Unspecified,OCEAN PARKWAY,AVENUE L,,BROOKLYN,0
40.820263,-73.92976,04/16/2021,22:00,0,0,Unspecified,RIVER AVENUE,,,,0
40.601864,-74.00232,04/14/2021,0:00,1,0,Failure to Yield Right-of-Way,BATH AVENUE,,,,1
40.810318,-73.943634,04/15/2021,19:10,0,0,Driver Inattention/Distraction,LENOX AVENUE,,,,0
40.666306,-73.79171,04/14/2021,13:35,1,0,Driver Inattention/Distraction,BELT PARKWAY,,,,1
40.708805,-73.92577,04/16/2021,15:05,0,0,Failure to Yield Right-of-Way,STEWART AVENUE,JOHNSON AVENUE,,BROOKLYN,0
40.826424,-73.85868,04/14/2021,9:33,0,0,Failure to Yield Right-of-Way,BRUCKNER BOULEVARD,VIRGINIA AVENUE,,BRONX,0
40.63174,-73.96793,04/13/2021,16:05,0,0,Unspecified,FOSTER AVENUE,EAST 8 STREET,,,0
0.0,0.0,04/15/2021,9:27,0,0,Backing Unsafely,NORWAY AVENUE,,,,0
40.727146,-73.954735,04/16/2021,11:45,0,0,Passing Too Closely,,,190       GUERNSEY STREET,BROOKLYN,0
40.67253,-73.798386,11/4/2021,8:56,0,0,Driver Inattention/Distraction,SUTTER AVENUE,,,,0
40.702335,-73.89073,04/16/2021,13:02,0,0,Driver Inattention/Distraction,CENTRAL AVENUE,65 STREET,,QUEENS,0
40.587894,-73.95504,04/14/2021,0:00,0,0,Driver Inattention/Distraction,,,1415      AVENUE Z,BROOKLYN,0
40.65047,-73.917366,04/16/2021,5:30,0,0,Driver Inattention/Distraction,,,679       REMSEN AVENUE,BROOKLYN,0
40.836555,-73.94306,04/16/2021,20:26,1,0,Failure to Yield Right-of-Way,BROADWAY,WEST 161 STREET,,MANHATTAN,1
40.870056,-73.83222,04/13/2021,9:00,0,0,Unspecified,,,100       ALDRICH STREET,BRONX,0
40.579372,-74.16948,04/15/2021,11:45,0,0,Passing or Lane Usage Improper,RICHMOND AVENUE,PLATINUM AVENUE,,,0
40.805138,-73.945244,1/4/2021,0:10,0,0,Reaction to Uninvolved Vehicle,WEST 122 STREET,MOUNT MORRIS PARK WEST,,MANHATTAN,0
40.85968,-73.90427,04/15/2021,11:41,0,0,Passing Too Closely,,,2324      DAVIDSON AVENUE,BRONX,0
40.605595,-73.98404,04/15/2021,2:00,0,0,Driver Inattention/Distraction,KINGS HIGHWAY,,,,0
40.819214,-73.84662,04/15/2021,0:05,0,0,Steering Failure,,,2245      RANDALL AVENUE,BRONX,0
40.827972,-73.88707,04/16/2021,11:30,0,0,Unspecified,,,1074      HOME STREET,BRONX,0
40.66496,-73.82226,04/16/2021,15:30,0,0,Fell Asleep,BELT PARKWAY,,,,0
40.719177,-73.79223,04/14/2021,15:00,0,0,Driver Inattention/Distraction,GRAND CENTRAL PKWY,,,,0
40.748825,-73.96984,04/14/2021,8:03,1,0,Driver Inattention/Distraction,EAST 42 STREET,1 AVENUE,,MANHATTAN,1
40.733597,-73.91062,04/16/2021,7:45,0,0,Driver Inattention/Distraction,,,53-15     58 STREET,QUEENS,0
40.54048,-74.153404,04/14/2021,6:45,0,0,View Obstructed/Limited,ARMSTRONG AVENUE,HILLCREST STREET,,STATEN ISLAND,0
40.738403,-73.93864,04/14/2021,22:43,0,0,Driver Inattention/Distraction,30 STREET,BORDEN AVENUE,,,0
40.68039,-73.94956,04/15/2021,16:55,1,0,Driver Inattention/Distraction,FULTON STREET,,,,1
40.817627,-73.92366,04/14/2021,18:00,0,0,Backing Unsafely,,,249       EAST 149 STREET,BRONX,0
40.751446,-74.001434,04/15/2021,12:26,2,0,Failure to Yield Right-of-Way,WEST 29 STREET,10 AVENUE,,MANHATTAN,2
40.86418,-73.90119,11/9/2021,22:15,1,0,Unspecified,DAVIDSON AVENUE,WEST 190 STREET,,BRONX,1
40.76161,-73.97076,04/15/2021,8:10,0,0,Driver Inexperience,EAST 57 STREET,PARK AVENUE,,MANHATTAN,0
40.689648,-73.9184,04/15/2021,16:00,0,0,Unspecified,MADISON STREET,BUSHWICK AVENUE,,BROOKLYN,0
40.741634,-73.88266,04/14/2021,16:00,1,0,Driver Inattention/Distraction,,,82-22     45 AVENUE,QUEENS,1
40.596977,-73.97324,04/15/2021,18:30,0,0,Unspecified,MC DONALD AVENUE,AVENUE U,,BROOKLYN,0
40.63864,-74.02245,04/16/2021,14:56,0,0,Unspecified,,,350       65 STREET,BROOKLYN,0
40.565254,-74.1301,04/14/2021,17:30,0,0,Unspecified,AMBOY ROAD,GUYON AVENUE,,STATEN ISLAND,0
40.655895,-73.898224,04/14/2021,7:15,0,0,Unspecified,,,317       DE WITT AVENUE,BROOKLYN,0
40.68821,-73.96583,04/14/2021,20:10,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,WASHINGTON AVENUE,LAFAYETTE AVENUE,,BROOKLYN,0
40.71649,-73.98484,04/15/2021,9:28,0,0,Unspecified,,,154       BROOME STREET,MANHATTAN,0
40.876785,-73.87446,04/16/2021,14:30,0,0,Passing Too Closely,EAST 209 STREET,HULL AVENUE,,BRONX,0
40.86367,-73.86741,04/16/2021,18:05,0,0,Alcohol Involvement,,,2516      WHITE PLAINS ROAD,BRONX,0
40.835827,-73.89068,04/14/2021,0:00,0,0,Driver Inexperience,,,1600      BOSTON ROAD,BRONX,0
40.793396,-73.94043,04/15/2021,15:37,0,0,Unspecified,,,2145      2 AVENUE,MANHATTAN,0
40.84827,-73.88312,04/14/2021,17:20,0,0,Failure to Yield Right-of-Way,SOUTHERN BOULEVARD,EAST 182 STREET,,BRONX,0
40.656273,-73.90731,04/14/2021,23:17,1,0,Driver Inexperience,HEGEMAN AVENUE,,,,1
40.693462,-73.965485,04/16/2021,9:25,1,0,Driver Inattention/Distraction,,,492       MYRTLE AVENUE,BROOKLYN,1
40.66725,-73.88799,04/15/2021,16:00,1,0,Unspecified,DUMONT AVENUE,HENDRIX STREET,,BROOKLYN,1
40.844105,-73.923065,04/13/2021,17:55,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,GRANT HIGHWAY,UNIVERSITY AVENUE,,BRONX,1
40.651707,-73.93121,04/16/2021,21:00,0,0,Backing Unsafely,,,4905      CHURCH AVENUE,BROOKLYN,0
40.680496,-73.821365,04/15/2021,10:30,1,0,Failure to Yield Right-of-Way,111 AVENUE,LEFFERTS BOULEVARD,,QUEENS,1
40.834415,-73.92854,04/15/2021,23:36,0,0,View Obstructed/Limited,OGDEN AVENUE,WEST 165 STREET,,BRONX,0
40.7357,-73.90377,04/15/2021,0:00,0,0,Driver Inattention/Distraction,51 AVENUE,61 STREET,,QUEENS,0
40.771038,-73.83413,04/15/2021,21:33,0,0,Passing or Lane Usage Improper,WHITESTONE EXPRESSWAY,,,,0
40.69484,-73.98391,04/14/2021,19:45,1,0,Driver Inattention/Distraction,FLATBUSH AVENUE EXTENSION,JOHNSON STREET,,BROOKLYN,1
40.785774,-73.97052,04/14/2021,7:45,2,0,Passing or Lane Usage Improper,,,38        WEST 86 STREET,MANHATTAN,2
40.733017,-73.8852,04/14/2021,12:30,0,0,Driver Inattention/Distraction,,,82-26     ANKENER AVENUE,QUEENS,0
40.709023,-73.757835,04/16/2021,8:30,0,0,Traffic Control Disregarded,201 STREET,,,,0
40.692886,-73.832184,04/14/2021,11:15,2,0,Failure to Yield Right-of-Way,ATLANTIC AVENUE,,,,2
40.620487,-74.029305,04/15/2021,15:18,0,1,Driver Inattention/Distraction,4 AVENUE,FOREST PLACE,,BROOKLYN,5
40.618595,-73.99847,04/14/2021,17:50,0,0,Driver Inattention/Distraction,16 AVENUE,71 STREET,,BROOKLYN,0
40.803787,-73.953896,04/14/2021,10:29,1,0,Unspecified,,,246       WEST 116 STREET,MANHATTAN,1
40.82319,-73.889496,04/15/2021,20:02,0,0,Passing or Lane Usage Improper,ALDUS STREET,FAILE STREET,,BRONX,0
40.680088,-73.94398,04/14/2021,19:20,1,0,Driver Inattention/Distraction,FULTON STREET,,,,1
40.827927,-73.90094,04/14/2021,19:00,0,0,Unspecified,TINTON AVENUE,HOME STREET,,BRONX,0
40.65342,-73.88898,8/7/2021,19:55,0,0,Other Vehicular,COZINE AVENUE,,,,0
40.66895,-73.9339,04/14/2021,22:21,0,0,Driver Inattention/Distraction,EASTERN PARKWAY,SCHENECTADY AVENUE,,BROOKLYN,0
40.879055,-73.87439,04/15/2021,15:25,0,0,Turning Improperly,PERRY AVENUE,,,,0
40.67043,-73.928185,04/14/2021,11:30,1,0,Unsafe Speed,SAINT JOHNS PLACE,,,,1
40.875874,-73.84989,04/16/2021,23:14,3,0,Unspecified,BOSTON ROAD,FISH AVENUE,,BRONX,3
40.675037,-73.930534,04/13/2021,9:30,0,0,Following Too Closely,BERGEN STREET,,,,0
40.767582,-73.9109,04/16/2021,13:59,1,0,Failure to Yield Right-of-Way,41 STREET,,,,1
40.734352,-74.00849,04/14/2021,6:35,0,0,Backing Unsafely,,,690       WASHINGTON STREET,MANHATTAN,0
40.63083,-73.90736,04/16/2021,14:50,2,0,Driver Inexperience,EAST 80 STREET,PAERDEGAT 7 STREET,,BROOKLYN,2
40.63532,-73.95033,04/14/2021,18:35,0,0,Driver Inattention/Distraction,,,1452      FLATBUSH AVENUE,BROOKLYN,0
40.714073,-73.95087,04/13/2021,10:30,0,0,Driver Inattention/Distraction,,,533       METROPOLITAN AVENUE,BROOKLYN,0
40.702194,-73.93587,04/14/2021,6:55,0,0,Passing or Lane Usage Improper,,,923       FLUSHING AVENUE,BROOKLYN,0
40.764362,-73.96162,04/14/2021,16:58,1,0,Driver Inattention/Distraction,2 AVENUE,EAST 65 STREET,,MANHATTAN,1
40.69496,-73.946236,12/4/2021,18:30,0,0,Passing or Lane Usage Improper,TOMPKINS AVENUE,,,,0
40.79656,-73.97226,04/16/2021,12:10,0,0,Unspecified,WEST END AVENUE,,,,0
40.805016,-73.92109,04/14/2021,9:00,0,0,Unspecified,BROOK AVENUE,EAST 134 STREET,,BRONX,0
40.66406,-73.73846,04/14/2021,17:00,2,0,Unspecified,241 STREET,141 AVENUE,,QUEENS,2
40.7963,-73.93829,04/13/2021,13:14,0,0,Turning Improperly,EAST 115 STREET,2 AVENUE,,MANHATTAN,0
40.66563,-73.73921,04/14/2021,2:25,1,0,Traffic Control Disregarded,BROOKVILLE BOULEVARD,SUNRISE HIGHWAY,,QUEENS,1
40.680477,-73.7921,04/15/2021,16:00,0,0,Driver Inattention/Distraction,SUTPHIN BOULEVARD,FOCH BOULEVARD,,QUEENS,0
40.737785,-73.93496,04/16/2021,11:35,1,0,Following Too Closely,VANDAM STREET,BORDEN AVENUE,,,1
40.778606,-73.98163,04/16/2021,12:26,1,0,Backing Unsafely,AMSTERDAM AVENUE,WEST 72 STREET,,MANHATTAN,1
40.75868,-73.87552,04/16/2021,0:30,1,0,Unsafe Speed,93 STREET,32 AVENUE,,QUEENS,1
40.856045,-73.90079,04/14/2021,17:55,0,0,Following Too Closely,GRAND CONCOURSE,,,,0
40.880257,-73.843864,04/14/2021,23:36,0,0,Passing Too Closely,,,1309      EAST 223 STREET,BRONX,0
40.60677,-73.759575,04/15/2021,20:00,0,0,Passing or Lane Usage Improper,,,13-32     EGGERT PLACE,QUEENS,0
40.695683,-73.741875,04/16/2021,6:00,0,0,Unspecified,218 STREET,,,,0
40.667236,-73.770004,04/16/2021,20:00,0,0,Passing or Lane Usage Improper,BELT PARKWAY,,,,0
40.8351,-73.8825,04/14/2021,6:13,0,0,Unspecified,,,1725      WEST FARMS ROAD,BRONX,0
40.633682,-73.89868,04/15/2021,14:41,1,0,Unspecified,AVENUE M,REMSEN AVENUE,,BROOKLYN,1
40.698116,-73.977325,04/14/2021,11:54,1,0,Failure to Yield Right-of-Way,,,21        FLUSHING AVENUE,BROOKLYN,1
40.84747,-73.89134,04/16/2021,11:50,0,0,Reaction to Uninvolved Vehicle,HUGHES AVENUE,,,,0
40.8047,-73.91243,04/14/2021,14:00,0,0,Unspecified,BRUCKNER BOULEVARD,EAST 138 STREET,,,0
40.762676,-73.954346,04/16/2021,23:55,0,0,Unsafe Lane Changing,FDR DRIVE,,,,0
40.7158,-73.824486,04/16/2021,14:30,0,0,Driver Inattention/Distraction,UNION TURNPIKE,134 STREET,,QUEENS,0
40.75584,-73.99238,04/15/2021,23:00,0,0,Unspecified,,,339       WEST 39 STREET,MANHATTAN,0
40.875942,-73.83304,11/9/2021,11:30,0,0,Unspecified,,,120       DONIZETTI PLACE,BRONX,0
40.772102,-73.763954,04/15/2021,18:00,0,0,Following Too Closely,CROSS ISLAND PARKWAY,,,,0
40.681602,-73.95855,04/14/2021,20:19,0,0,Driver Inexperience,,,557       CLASSON AVENUE,BROOKLYN,0
40.62677,-73.946884,04/15/2021,14:36,1,0,Driver Inattention/Distraction,AVENUE J,NOSTRAND AVENUE,,BROOKLYN,1
40.707493,-73.94153,04/14/2021,11:16,1,0,Other Vehicular,MONTROSE AVENUE,,,,1
40.8252,-73.867714,04/15/2021,10:00,0,0,Passing or Lane Usage Improper,BRUCKNER BOULEVARD,ROSEDALE AVENUE,,,0
40.854115,-73.89091,12/4/2021,21:30,0,0,Driver Inattention/Distraction,EAST 183 STREET,3 AVENUE,,BRONX,0
40.768875,-73.94898,04/16/2021,7:00,1,0,Following Too Closely,FDR DRIVE,,,,1
40.629707,-73.90486,04/16/2021,15:21,0,0,Unspecified,EAST 80 STREET,PAERDEGAT 10 STREET,,BROOKLYN,0
40.72654,-73.71589,04/15/2021,0:40,1,0,Driver Inattention/Distraction,JAMAICA AVENUE,249 STREET,,QUEENS,1
40.634415,-74.08535,04/15/2021,18:00,0,0,Unspecified,,,323       VICTORY BOULEVARD,STATEN ISLAND,0
40.889362,-73.83446,11/9/2021,16:30,0,0,Failure to Yield Right-of-Way,EAST 233 STREET,PRATT AVENUE,,,0
40.66937,-73.89523,04/15/2021,8:40,0,0,Passing or Lane Usage Improper,SUTTER AVENUE,,,,0
40.89466,-73.86137,04/16/2021,17:25,0,0,Driver Inattention/Distraction,EAST 233 STREET,BRONX BOULEVARD,,BRONX,0
40.669067,-73.9878,04/16/2021,6:40,0,0,Unspecified,,,341       10 STREET,BROOKLYN,0
40.681484,-73.85049,04/15/2021,11:00,1,0,Failure to Yield Right-of-Way,102 ROAD,89 STREET,,QUEENS,1
40.82433,-73.874374,04/14/2021,9:31,0,0,Passing Too Closely,BRUCKNER BOULEVARD,STRATFORD AVENUE,,BRONX,0
40.856606,-73.92841,04/14/2021,12:40,0,0,Driver Inattention/Distraction,WADSWORTH AVENUE,,,,0
40.65785,-73.91648,8/4/2021,21:52,0,0,Unspecified,ROCKAWAY PARKWAY,WILLMOHR STREET,,BROOKLYN,0
40.62764,-73.89022,04/14/2021,8:58,0,0,Passing or Lane Usage Improper,BELT PARKWAY,,,,0
40.58401,-73.98587,9/4/2021,1:15,0,0,Following Too Closely,BELT PARKWAY,,,,0
40.71791,-73.95341,04/14/2021,17:30,1,0,Turning Improperly,ROEBLING STREET,NORTH 10 STREET,,BROOKLYN,1
40.780437,-73.94989,04/15/2021,0:00,0,0,Driver Inattention/Distraction,EAST 90 STREET,,,,0
40.73973,-73.70625,04/14/2021,8:30,0,0,Unspecified,263 STREET,83 AVENUE,,QUEENS,0
40.7952,-73.94623,5/4/2021,16:21,3,0,Passing Too Closely,,,1505      PARK AVENUE,MANHATTAN,3
40.694794,-73.98246,04/14/2021,10:40,1,0,Failure to Yield Right-of-Way,PRINCE STREET,JOHNSON STREET,,BROOKLYN,1
40.614063,-74.01393,04/16/2021,8:30,0,0,Unspecified,86 STREET,13 AVENUE,,BROOKLYN,0
40.715702,-73.95579,8/7/2021,16:45,1,0,View Obstructed/Limited,ROEBLING STREET,NORTH 6 STREET,,BROOKLYN,1
40.633152,-73.97762,04/16/2021,18:50,0,0,Unspecified,AVENUE F,MC DONALD AVENUE,,BROOKLYN,0
40.612736,-74.01172,04/16/2021,15:23,1,0,Following Too Closely,14 AVENUE,86 STREET,,BROOKLYN,1
40.70166,-73.961464,04/15/2021,17:55,2,0,Pavement Slippery,WILLIAMSBURG STREET WEST,WYTHE AVENUE,,BROOKLYN,2
40.80641,-73.94227,04/14/2021,0:42,0,0,Unspecified,EAST 125 STREET,5 AVENUE,,MANHATTAN,0
40.762234,-73.98987,04/14/2021,12:30,1,0,Driver Inattention/Distraction,WEST 48 STREET,9 AVENUE,,MANHATTAN,1
40.863647,-73.8918,04/15/2021,8:30,0,0,Unspecified,EAST 193 STREET,MARION AVENUE,,BRONX,0
40.576626,-73.98478,04/15/2021,18:36,2,0,Driver Inattention/Distraction,MERMAID AVENUE,WEST 17 STREET,,BROOKLYN,2
40.60118,-73.99098,04/14/2021,13:45,0,0,Driver Inattention/Distraction,85 STREET,23 AVENUE,,BROOKLYN,0
40.64721,-74.01531,04/14/2021,19:46,0,0,Unspecified,51 STREET,3 AVENUE,,BROOKLYN,0
40.681145,-73.7923,04/15/2021,16:18,0,0,Unsafe Speed,SUTPHIN BOULEVARD,,,,0
40.57529,-73.97655,04/15/2021,12:40,0,0,Backing Unsafely,SURF AVENUE,WEST 8 STREET,,BROOKLYN,0
40.786,-73.84574,04/16/2021,17:45,0,0,Failure to Yield Right-of-Way,14 AVENUE,COLLEGE POINT BOULEVARD,,,0
40.601128,-73.997086,04/15/2021,20:00,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,BENSON AVENUE,BAY 28 STREET,,BROOKLYN,1
40.827923,-73.93483,04/15/2021,11:45,0,0,Unsafe Lane Changing,HARLEM RIVER DRIVE,,,,0
40.805824,-73.954636,5/4/2021,16:27,0,0,Unspecified,,,301       WEST 118 STREET,MANHATTAN,0
40.642776,-74.02003,04/14/2021,13:30,0,0,Passing or Lane Usage Improper,3 AVENUE,,,,0
40.86674,-73.92873,04/14/2021,18:56,1,0,Pavement Defective,PAYSON AVENUE,,,,1
40.571625,-74.11192,10/12/2021,12:15,0,0,Backing Unsafely,NEW DORP LANE,CLAWSON STREET,,,0
40.678375,-73.9265,12/4/2021,6:00,0,0,Other Lighting Defects,SUYDAM PLACE,,,,0
40.74209,-73.984985,04/14/2021,19:50,1,0,Unspecified,EAST 26 STREET,,,,1
40.81228,-73.90941,04/16/2021,11:30,0,0,Unspecified,,,508       JACKSON AVENUE,BRONX,0
40.604195,-73.97218,04/16/2021,23:45,0,0,Reaction to Uninvolved Vehicle,MC DONALD AVENUE,,,,0
40.84383,-73.886375,11/4/2021,18:45,0,0,Driver Inattention/Distraction,,,1988      MARMION AVENUE,BRONX,0
40.759163,-73.988396,04/16/2021,8:30,1,0,Failure to Yield Right-of-Way,8 AVENUE,,,,1
40.652927,-73.959335,04/15/2021,19:39,1,0,Unspecified,FLATBUSH AVENUE,CATON AVENUE,,BROOKLYN,1
40.69097,-73.94833,04/14/2021,21:00,2,0,Following Too Closely,MARCY AVENUE,KOSCIUSZKO STREET,,BROOKLYN,2
40.718864,-73.97483,04/16/2021,19:00,0,0,Unspecified,FDR DRIVE,,,,0
40.683174,-73.87389,04/15/2021,23:30,0,0,Driver Inattention/Distraction,,,3289      FULTON STREET,BROOKLYN,0
40.749744,-73.884315,04/15/2021,2:00,0,0,Passing or Lane Usage Improper,37 AVENUE,82 STREET,,QUEENS,0
40.738316,-73.98773,04/16/2021,19:54,0,0,Unspecified,EAST 20 STREET,PARK AVENUE SOUTH,,MANHATTAN,0
40.839382,-73.84531,8/4/2021,9:21,0,0,Unspecified,,,2507      TRATMAN AVENUE,BRONX,0
40.66806,-73.90394,04/16/2021,9:50,0,0,Unspecified,,,414       SUTTER AVENUE,BROOKLYN,0
40.74715,-73.985504,04/16/2021,12:10,0,0,Driver Inattention/Distraction,WEST 32 STREET,,,,0
40.663776,-73.889915,04/14/2021,8:40,0,0,Driver Inattention/Distraction,RIVERDALE AVENUE,,,,0
40.843903,-73.927284,04/16/2021,23:25,0,0,Unsafe Lane Changing,MAJOR DEEGAN EXPRESSWAY,,,,0
40.836296,-73.87369,04/14/2021,20:25,2,0,Unspecified,CROSS BRONX EXPY,,,,2
40.655285,-73.93658,04/15/2021,21:04,2,0,Failure to Yield Right-of-Way,,,743       TROY AVENUE,BROOKLYN,2
40.70166,-73.961464,9/4/2021,12:00,0,0,Driver Inattention/Distraction,WILLIAMSBURG STREET WEST,WYTHE AVENUE,,BROOKLYN,0
40.64606,-74.01648,04/16/2021,10:05,1,0,Brakes Defective,3 AVENUE,53 STREET,,BROOKLYN,1
40.72119,-73.761185,04/15/2021,8:23,1,0,Driver Inattention/Distraction,FOOTHILL AVENUE,204 STREET,,QUEENS,1
40.708363,-73.87203,04/15/2021,12:00,0,0,Driver Inattention/Distraction,,,79-40     COOPER AVENUE,QUEENS,0
40.674004,-73.81881,04/14/2021,14:10,0,0,Traffic Control Disregarded,120 STREET,,,,0
40.729176,-73.87898,04/14/2021,23:10,2,0,Unspecified,LONG ISLAND EXPRESSWAY,,,,2
40.745766,-73.86421,11/9/2021,10:59,0,0,Obstruction/Debris,45 AVENUE,NATIONAL STREET,,QUEENS,0
40.86832,-73.83317,04/15/2021,12:30,0,0,Oversized Vehicle,BARTOW AVENUE,EDSON AVENUE,,BRONX,0
40.598515,-73.766464,04/14/2021,18:45,0,0,Animals Action,,,32-11     BEACH CHANNEL DRIVE,QUEENS,0
40.695004,-73.9525,03/20/2021,15:58,0,0,Passing Too Closely,NOSTRAND AVENUE,MYRTLE AVENUE,,BROOKLYN,0
40.72773,-73.90674,04/14/2021,11:50,0,0,Unspecified,MAURICE AVENUE,BORDEN AVENUE,,,0
